player_name,player_id,season,team,attempts,custom_rating,salary,salary_millions,salary_percentile,value_score,value_category,rating_per_million,total_pass_epa,cpoe,success_rate_pct,completion_pct,td_rate_pct,turnover_rate_pct,total_wpa,total_value,guaranteed,year_signed,contract_length
J.Goff,00-0033106,2019,DET/LAR,659.0,74.6,33.5,33.5,94.1,-19.5,Overpaid,2.23,62.6,-1.8,46.4,59.8,3.2,2.3,1.46,134.0,57.042682,2019,4
P.Mahomes,00-0033873,2018,Chiefs,717.0,93.5,4.106491,4.11,18.9,74.6,Excellent Value,22.77,231.3,3.7,51.2,59.4,7.0,1.6,5.3,16.425962,16.425962,2017,4
N.Mullens,00-0033319,2018,49ers,289.0,72.0,0.17,0.17,0.0,72.0,Excellent Value,423.53,31.8,1.9,46.7,60.9,4.2,3.3,0.17,0.17,0.0,2018,1
N.Mullens,00-0033319,2018,49ers,289.0,72.0,0.525,0.53,2.7,69.3,Excellent Value,137.14,31.8,1.9,46.7,60.9,4.2,3.3,0.17,1.05,0.0,2018,2
D.Prescott,00-0033077,2018,Cowboys,679.0,75.6,0.680848,0.68,8.1,67.5,Excellent Value,111.04,36.0,0.7,45.2,58.6,3.3,1.2,3.08,2.723392,0.383392,2016,4
N.Mullens,00-0033319,2018,49ers,289.0,72.0,0.555667,0.56,5.4,66.6,Excellent Value,129.57,31.8,1.9,46.7,60.9,4.2,3.3,0.17,1.667,0.02,2017,3
R.Fitzpatrick,00-0023682,2018,Buccaneers,284.0,77.5,3.3,3.3,13.5,64.0,Excellent Value,23.48,48.1,5.2,50.4,57.7,5.7,4.0,0.97,3.3,1.3,2018,1
D.Watson,00-0033537,2018,Texans,677.0,78.4,3.463621,3.46,16.2,62.2,Excellent Value,22.64,61.1,3.3,48.6,55.2,3.7,1.4,2.59,13.854482,13.854482,2017,4
L.Jackson,00-0034796,2018,Ravens,241.0,67.4,2.367913,2.37,10.8,56.6,Excellent Value,28.46,-4.0,-6.7,45.2,46.9,2.1,1.1,-0.05,9.471652,8.055062,2018,4
N.Foles,00-0029567,2018,Eagles,277.0,77.6,5.5,5.5,27.0,50.6,Excellent Value,14.11,20.7,2.9,45.1,66.4,3.5,2.8,1.22,11.0,7.0,2017,2
J.Winston,00-0031503,2018,Buccaneers,443.0,78.7,6.337819,6.34,32.4,46.3,Excellent Value,12.42,59.3,2.2,49.7,55.1,4.2,3.1,0.82,25.351277,25.351277,2015,4
J.Allen,00-0034857,2018,Bills,395.0,68.2,5.295759,5.3,24.3,43.9,Excellent Value,12.88,-8.9,-6.9,41.5,42.5,2.3,2.7,-0.3,21.183034,21.183034,2018,4
M.Mariota,00-0032268,2018,Titans,408.0,72.8,6.053494,6.05,29.7,43.1,Excellent Value,12.03,18.4,3.4,46.6,55.9,2.5,1.8,1.5,24.213974,24.213974,2015,4
J.Goff,00-0033106,2018,Rams,727.0,80.5,6.984418,6.98,37.8,42.7,Excellent Value,11.53,114.5,0.0,49.9,58.2,4.4,1.9,3.13,27.937672,27.937672,2016,4
M.Trubisky,00-0033869,2018,Bears,544.0,82.9,7.258109,7.26,40.5,42.4,Excellent Value,11.42,79.3,1.7,48.5,57.9,4.3,2.1,2.21,29.032436,29.032436,2017,4
C.Wentz,00-0032950,2018,Eagles,447.0,77.2,6.669085,6.67,35.1,42.1,Excellent Value,11.58,40.4,5.1,50.1,62.4,4.5,1.5,0.98,26.676338,26.676338,2016,4
J.Rosen,00-0034343,2018,ARI/MIA,452.0,55.3,4.39944,4.4,21.6,33.7,Excellent Value,12.57,-147.4,-8.2,36.3,48.0,2.4,3.0,-2.53,17.59776,17.59776,2018,4
N.Foles,00-0029567,2018,Eagles,277.0,77.6,14.5,14.5,48.6,29.0,Excellent Value,5.35,20.7,2.9,45.1,66.4,3.5,2.8,1.22,29.0,5.0,2018,2
B.Mayfield,00-0034855,2018,Browns,532.0,74.2,8.170745,8.17,45.9,28.3,Excellent Value,9.08,29.8,1.3,45.7,58.3,4.9,2.5,-0.16,32.68298,32.68298,2018,4
A.Dalton,00-0027973,2018,Bengals,396.0,75.5,16.0,16.0,51.4,24.1,Excellent Value,4.72,25.5,-3.0,47.5,57.1,5.3,2.8,1.68,96.0,17.0,2014,6
S.Darnold,00-0034869,2018,NYJ/CAR,459.0,66.8,7.561924,7.56,43.2,23.6,Excellent Value,8.83,-23.1,-4.6,42.0,52.1,3.5,3.1,-0.55,30.247694,30.247694,2018,4
P.Rivers,00-0022942,2018,Chargers,643.0,82.4,20.8125,20.81,67.6,14.8,Good Value,3.96,129.7,3.0,49.5,61.3,5.3,2.0,2.35,83.25,37.5,2015,4
B.Roethlisberger,00-0022924,2018,Steelers,713.0,86.6,21.85,21.85,73.0,13.6,Good Value,3.96,135.6,1.7,50.1,63.4,4.6,2.2,5.39,87.4,34.25,2015,4
C.Newton,00-0027939,2018,Panthers,527.0,77.8,20.76,20.76,64.9,12.9,Good Value,3.75,36.5,3.0,48.8,60.7,4.0,2.2,0.49,103.8,41.0,2015,5
C.Keenum,00-0028986,2018,Broncos,632.0,68.8,18.0,18.0,56.8,12.0,Good Value,3.82,-18.9,-1.3,43.5,57.8,2.8,2.3,-0.45,36.0,25.0,2018,2
B.Bortles,00-0031407,2018,Jaguars,475.0,65.8,17.4835,17.48,54.1,11.7,Good Value,3.76,-35.4,-6.9,42.3,51.2,2.6,2.2,-1.03,34.947,26.5,2018,2
J.Flacco,00-0026158,2018,Ravens,398.0,73.0,20.1,20.1,62.2,10.8,Good Value,3.63,14.1,-2.6,44.7,58.3,2.9,1.5,0.43,120.6,51.0,2013,6
R.Wilson,00-0029263,2018,Seahawks,529.0,80.8,21.9,21.9,75.7,5.1,Fair Value,3.69,88.9,7.1,47.1,56.3,6.3,1.2,2.58,87.6,31.7,2015,4
D.Brees,00-0020531,2018,Saints,593.0,91.1,25.0,25.0,86.5,4.6,Fair Value,3.64,155.4,6.0,54.5,70.5,5.8,1.1,4.21,50.0,27.0,2018,2
R.Tannehill,00-0029701,2018,Dolphins,315.0,63.5,19.25,19.25,59.5,4.0,Fair Value,3.3,-52.9,-0.9,41.0,55.9,5.0,2.6,-0.63,77.0,21.5,2015,4
E.Manning,00-0022803,2018,Giants,631.0,70.5,21.0,21.0,70.3,0.2,Fair Value,3.36,22.9,0.5,42.8,60.2,3.3,1.7,-0.29,84.0,36.5,2015,4
A.Luck,00-0029668,2018,Colts,757.0,82.4,24.594,24.59,83.8,-1.4,Fair Value,3.35,88.0,0.2,49.9,61.8,5.4,2.0,2.85,122.97,47.0,2016,5
J.Flacco,00-0026158,2018,BAL/DEN,398.0,73.0,22.133333,22.13,78.4,-5.4,Fair Value,3.3,14.1,-2.6,44.7,58.3,2.9,1.5,0.43,66.4,44.0,2016,3
A.Smith,00-0023436,2018,Commanders,370.0,70.0,23.5,23.5,81.1,-11.1,Overpaid,2.98,-8.6,-1.7,44.9,55.4,2.6,1.3,-0.04,94.0,55.0,2018,4
M.Ryan,00-0026143,2018,ATL/IND,672.0,84.0,30.0,30.0,97.3,-13.3,Overpaid,2.8,116.2,4.3,51.0,62.8,5.1,1.0,2.65,150.0,94.5,2018,5
D.Carr,00-0031280,2018,Raiders,606.0,73.5,25.005,25.0,89.2,-15.7,Overpaid,2.94,-0.7,3.8,47.7,62.9,3.1,1.6,1.88,125.025,40.0,2017,5
K.Cousins,00-0029604,2018,Vikings,665.0,73.8,28.0,28.0,94.6,-20.8,Severely Overpaid,2.64,-21.5,2.6,47.8,63.9,4.3,1.4,1.18,84.0,84.0,2018,3
A.Rodgers,00-0023459,2018,Packers,680.0,78.5,33.5,33.5,100.0,-21.5,Severely Overpaid,2.34,76.7,-0.6,46.6,54.7,3.6,0.3,2.15,134.0,78.7,2018,4
M.Stafford,00-0026498,2018,LAR/DET,610.0,70.1,27.0,27.0,91.9,-21.8,Severely Overpaid,2.6,0.7,-2.1,43.1,60.2,3.4,1.8,0.42,135.0,60.5,2017,5
D.Prescott,00-0033077,2017,Cowboys,555.0,73.0,0.680848,0.68,7.5,65.5,Excellent Value,107.22,-20.2,-0.2,43.1,55.5,3.8,2.2,0.44,2.723392,0.383392,2016,4
T.Siemian,00-0032156,2017,DEN/MIN,408.0,63.0,0.583196,0.58,0.0,63.0,Excellent Value,108.03,-55.1,-1.5,40.0,50.5,2.9,3.4,-1.06,2.332784,0.052784,2015,4
B.Hundley,00-0031589,2017,SEA/GB,367.0,64.3,0.625908,0.63,2.5,61.8,Excellent Value,102.73,-57.7,-3.0,40.6,52.3,2.4,3.1,-0.28,2.503632,0.223632,2015,4
T.Taylor,00-0028118,2017,Bills,549.0,73.2,1.116667,1.12,15.0,58.2,Excellent Value,65.55,11.0,0.2,41.5,51.0,2.3,0.8,0.57,3.35,1.15,2015,3
C.Keenum,00-0028986,2017,Vikings,616.0,81.8,2.0,2.0,25.0,56.8,Excellent Value,40.9,60.1,2.7,47.1,61.4,3.8,1.6,2.81,2.0,1.0,2017,1
T.Savage,00-0031064,2017,Texans,245.0,59.1,0.630146,0.63,5.0,54.1,Excellent Value,93.79,-49.4,-4.2,38.8,51.0,2.0,2.4,-1.25,2.520584,0.300584,2014,4
D.Carr,00-0031280,2017,Raiders,546.0,73.2,1.342951,1.34,20.0,53.2,Excellent Value,54.51,0.0,-0.3,43.4,59.2,3.9,2.3,0.36,5.371802,3.310937,2014,4
J.Brissett,00-0033119,2017,NE/IND,559.0,62.5,0.852708,0.85,10.0,52.5,Excellent Value,73.3,-46.7,-4.5,39.7,49.4,2.2,1.2,-2.14,3.410832,0.680604,2016,4
D.Watson,00-0033537,2017,Texans,242.0,78.6,3.463621,3.46,27.5,51.1,Excellent Value,22.69,38.7,2.3,47.5,52.1,7.3,3.1,1.5,13.854482,13.854482,2017,4
C.Beathard,00-0033936,2017,49ers,254.0,62.0,0.882162,0.88,12.5,49.5,Excellent Value,70.28,-49.2,-7.1,39.0,48.4,1.5,2.2,-0.89,3.528646,0.706288,2017,4
J.McCown,00-0021206,2017,Browns,446.0,75.5,4.666667,4.67,30.0,45.5,Excellent Value,16.18,19.6,5.5,45.1,59.9,3.8,1.9,-0.16,14.0,6.25,2015,3
B.Bortles,00-0031407,2017,Jaguars,670.0,76.8,5.163701,5.16,32.5,44.3,Excellent Value,14.87,55.3,-3.2,46.3,54.3,3.4,1.8,-0.4,20.654802,20.654802,2014,4
C.Wentz,00-0032950,2017,Eagles,501.0,86.8,6.669085,6.67,45.0,41.8,Excellent Value,13.02,104.9,0.4,47.9,52.9,6.2,1.3,2.48,26.676338,26.676338,2016,4
J.McCown,00-0021206,2017,Jets,446.0,75.5,6.0,6.0,35.0,40.5,Excellent Value,12.58,19.6,5.5,45.1,59.9,3.8,1.9,-0.16,6.0,6.0,2017,1
B.Hoyer,00-0026625,2017,Patriots,229.0,62.1,1.605,1.6,22.5,39.6,Excellent Value,38.69,-28.3,-6.3,38.4,53.7,1.7,1.7,-1.39,4.815,1.51,2017,3
D.Kizer,00-0033899,2017,CLE/GB/LV,558.0,56.3,1.237103,1.24,17.5,38.8,Excellent Value,45.51,-114.1,-6.3,35.7,45.7,1.9,3.7,-2.68,4.948412,2.893772,2017,4
J.Winston,00-0031503,2017,Buccaneers,497.0,80.1,6.337819,6.34,42.5,37.6,Excellent Value,12.64,41.9,4.9,50.9,56.7,3.7,2.2,1.36,25.351277,25.351277,2015,4
T.Brady,00-0019596,2017,Patriots,767.0,91.0,11.4,11.4,55.0,36.0,Excellent Value,7.98,183.5,3.5,50.7,61.8,5.1,1.0,4.97,57.0,33.0,2013,5
M.Mariota,00-0032268,2017,Titans,589.0,73.8,6.053494,6.05,40.0,33.8,Excellent Value,12.19,-4.4,0.8,43.5,54.8,2.7,2.5,0.72,24.213974,24.213974,2015,4
J.Goff,00-0033106,2017,Rams,558.0,77.9,6.984418,6.98,47.5,30.4,Excellent Value,11.15,76.4,-1.7,43.9,57.3,5.0,1.2,0.47,27.937672,27.937672,2016,4
B.Hoyer,00-0026625,2017,49ers,229.0,62.1,6.0,6.0,35.0,27.1,Excellent Value,10.35,-28.3,-6.3,38.4,53.7,1.7,1.7,-1.39,12.0,9.85,2017,2
A.Smith,00-0023436,2017,Chiefs,612.0,85.6,17.0,17.0,62.5,23.1,Excellent Value,5.04,110.9,5.3,47.9,59.6,4.4,0.8,2.73,68.0,19.0,2014,4
T.Brady,00-0019596,2017,Patriots,767.0,91.0,20.5,20.5,72.5,18.5,Good Value,4.44,183.5,3.5,50.7,61.8,5.1,1.0,4.97,41.0,28.0,2016,2
T.Taylor,00-0028118,2017,BUF/CLE,549.0,73.2,15.25,15.25,57.5,15.7,Good Value,4.8,11.0,0.2,41.5,51.0,2.3,0.8,0.57,30.5,15.5,2017,2
J.Cutler,00-0024226,2017,Dolphins,455.0,67.8,10.0,10.0,52.5,15.3,Good Value,6.78,-42.5,-0.4,42.0,58.5,4.1,3.0,-1.0,10.0,5.0,2017,1
M.Trubisky,00-0033869,2017,Bears,381.0,63.3,7.258109,7.26,50.0,13.3,Good Value,8.72,-38.4,-5.4,39.6,51.4,1.7,1.7,-1.2,29.032436,29.032436,2017,4
T.Taylor,00-0028118,2017,Bills,549.0,73.2,18.0,18.0,65.0,8.2,Fair Value,4.07,11.0,0.2,41.5,51.0,2.3,0.8,0.57,90.0,9.5,2016,5
A.Dalton,00-0027973,2017,Bengals,545.0,66.9,16.0,16.0,60.0,6.9,Fair Value,4.18,-42.9,-1.7,40.9,54.5,4.4,2.1,-0.24,96.0,17.0,2014,6
M.Ryan,00-0026143,2017,Falcons,641.0,81.9,20.75,20.75,75.0,6.9,Fair Value,3.95,90.3,2.8,48.7,60.1,3.3,1.8,1.65,103.75,42.0,2013,5
P.Rivers,00-0022942,2017,Chargers,594.0,83.8,20.8125,20.81,80.0,3.8,Fair Value,4.03,109.2,1.0,48.0,60.6,4.6,1.6,2.45,83.25,37.5,2015,4
B.Roethlisberger,00-0022924,2017,Steelers,654.0,87.0,21.85,21.85,85.0,2.0,Fair Value,3.98,109.0,2.8,50.2,60.9,4.9,2.2,2.86,87.4,34.25,2015,4
J.Cutler,00-0024226,2017,Bears,455.0,67.8,18.1,18.1,67.5,0.3,Fair Value,3.75,-42.5,-0.4,42.0,58.5,4.1,3.0,-1.0,126.7,38.0,2014,7
C.Newton,00-0027939,2017,Panthers,604.0,74.9,20.76,20.76,77.5,-2.6,Fair Value,3.61,20.6,-2.1,43.2,52.2,3.3,2.2,1.18,103.8,41.0,2015,5
J.Flacco,00-0026158,2017,Ravens,580.0,66.8,20.1,20.1,70.0,-3.2,Fair Value,3.32,-54.0,-1.2,41.7,60.7,3.0,2.2,-2.19,120.6,51.0,2013,6
R.Wilson,00-0029263,2017,Seahawks,650.0,80.3,21.9,21.9,87.5,-7.2,Fair Value,3.67,42.5,4.6,46.2,52.2,4.9,1.6,1.79,87.6,31.7,2015,4
A.Rodgers,00-0023459,2017,Packers,277.0,78.1,22.0,22.0,90.0,-11.9,Overpaid,3.55,28.9,0.8,49.5,55.6,5.6,2.1,1.19,110.0,54.0,2013,5
E.Manning,00-0022803,2017,Giants,611.0,67.1,21.0,21.0,82.5,-15.4,Overpaid,3.2,-61.6,-3.6,43.4,57.6,3.1,2.1,-0.89,84.0,36.5,2015,4
K.Cousins,00-0029604,2017,Commanders,604.0,74.9,23.9436,23.94,95.0,-20.1,Severely Overpaid,3.13,6.6,0.8,44.9,57.5,4.3,2.1,1.29,23.9436,23.9436,2017,1
M.Stafford,00-0026498,2017,LAR/DET,632.0,76.2,27.0,27.0,100.0,-23.8,Severely Overpaid,2.82,38.7,0.6,45.6,58.7,4.5,1.6,1.07,135.0,60.5,2017,5
D.Carr,00-0031280,2017,Raiders,546.0,73.2,25.005,25.0,97.5,-24.3,Severely Overpaid,2.93,0.0,-0.3,43.4,59.2,3.9,2.3,0.36,125.025,40.0,2017,5
J.Flacco,00-0026158,2017,BAL/DEN,580.0,66.8,22.133333,22.13,92.5,-25.7,Severely Overpaid,3.02,-54.0,-1.2,41.7,60.7,3.0,2.2,-2.19,66.4,44.0,2016,3
D.Prescott,00-0033077,2016,Cowboys,552.0,87.1,0.680848,0.68,2.8,84.3,Excellent Value,127.93,134.5,4.3,52.7,60.7,4.5,0.9,3.26,2.723392,0.383392,2016,4
D.Carr,00-0031280,2016,Raiders,596.0,82.9,1.342951,1.34,8.3,74.6,Excellent Value,61.73,81.3,-0.0,45.8,59.9,4.5,1.0,3.8,5.371802,3.310937,2014,4
T.Taylor,00-0028118,2016,Bills,527.0,78.1,1.116667,1.12,5.6,72.5,Excellent Value,69.94,57.7,2.2,45.0,51.0,3.0,1.0,0.67,3.35,1.15,2015,3
T.Siemian,00-0032156,2016,DEN/MIN,531.0,71.6,0.583196,0.58,0.0,71.6,Excellent Value,122.77,-8.8,-0.5,43.9,54.4,3.3,1.8,0.6,2.332784,0.052784,2015,4
M.Mariota,00-0032268,2016,Titans,498.0,80.1,6.053494,6.05,13.9,66.2,Excellent Value,13.23,58.1,1.4,47.0,55.4,4.9,1.7,0.35,24.213974,24.213974,2015,4
T.Brady,00-0019596,2016,Patriots,611.0,90.7,11.4,11.4,27.8,62.9,Excellent Value,7.96,171.9,3.5,49.9,62.8,5.5,0.8,3.94,57.0,33.0,2013,5
J.Winston,00-0031503,2016,Buccaneers,635.0,78.4,6.337819,6.34,16.7,61.7,Excellent Value,12.37,67.8,1.7,49.0,54.3,4.2,2.7,1.6,25.351277,25.351277,2015,4
B.Bortles,00-0031407,2016,Jaguars,695.0,70.7,5.163701,5.16,11.1,59.6,Excellent Value,13.69,-22.9,-4.5,43.3,52.9,3.2,2.2,-1.74,20.654802,20.654802,2014,4
C.Wentz,00-0032950,2016,Eagles,660.0,73.0,6.669085,6.67,19.4,53.6,Excellent Value,10.95,24.3,-0.9,44.7,57.4,2.3,2.0,-0.65,26.676338,26.676338,2016,4
R.Fitzpatrick,00-0023682,2016,Bills,440.0,67.1,9.833333,9.83,25.0,42.1,Excellent Value,6.82,-29.1,-4.1,42.5,51.8,2.6,3.7,0.04,59.0,10.0,2011,6
A.Dalton,00-0027973,2016,Bengals,624.0,77.8,16.0,16.0,36.1,41.7,Excellent Value,4.86,59.4,2.8,48.4,58.3,2.8,1.2,1.57,96.0,17.0,2014,6
C.Kaepernick,00-0027974,2016,49ers,401.0,71.3,15.6,15.6,33.3,38.0,Excellent Value,4.57,4.0,-4.7,42.6,48.9,3.7,0.9,-0.41,31.2,13.275,2016,2
C.Palmer,00-0021429,2016,Cardinals,643.0,75.8,16.5,16.5,38.9,36.9,Excellent Value,4.59,23.6,0.4,47.3,56.6,4.0,2.1,1.71,49.5,14.235294,2014,3
R.Fitzpatrick,00-0023682,2016,Jets,440.0,67.1,12.0,12.0,30.6,36.5,Excellent Value,5.59,-29.1,-4.1,42.5,51.8,2.6,3.7,0.04,12.0,12.0,2016,1
A.Smith,00-0023436,2016,Chiefs,577.0,76.1,17.0,17.0,41.7,34.4,Excellent Value,4.48,48.6,1.7,45.9,60.3,2.6,1.5,1.41,68.0,19.0,2014,4
S.Bradford,00-0027854,2016,MIN/PHI,597.0,77.6,17.5,17.5,44.4,33.2,Excellent Value,4.43,39.4,4.5,47.6,66.2,3.3,0.8,0.56,35.0,22.0,2016,2
T.Taylor,00-0028118,2016,Bills,527.0,78.1,18.0,18.0,47.2,30.9,Excellent Value,4.34,57.7,2.2,45.0,51.0,3.0,1.0,0.67,90.0,9.5,2016,5
J.Goff,00-0033106,2016,Rams,233.0,52.5,6.984418,6.98,22.2,30.3,Excellent Value,7.52,-97.6,-10.9,30.5,48.1,2.1,2.9,-2.12,27.937672,27.937672,2016,4
K.Cousins,00-0029604,2016,Commanders,637.0,85.4,19.953,19.95,61.1,24.3,Excellent Value,4.28,110.0,5.0,52.4,63.7,3.8,1.8,4.06,19.953,19.953,2016,1
B.Osweiler,00-0029682,2016,Browns,622.0,69.7,18.0,18.0,47.2,22.5,Excellent Value,3.87,-49.9,-4.1,45.0,54.3,2.7,3.0,-0.2,72.0,37.0,2016,4
B.Osweiler,00-0029682,2016,Texans,622.0,69.7,18.0,18.0,47.2,22.5,Excellent Value,3.87,-49.9,-4.1,45.0,54.3,2.7,3.0,-0.2,72.0,37.0,2016,4
D.Brees,00-0020531,2016,Saints,698.0,85.6,20.0,20.0,63.9,21.7,Excellent Value,4.28,98.9,4.2,51.1,67.5,5.2,2.1,3.25,100.0,40.0,2012,5
T.Brady,00-0019596,2016,Patriots,611.0,90.7,20.5,20.5,69.4,21.3,Excellent Value,4.42,171.9,3.5,49.9,62.8,5.5,0.8,3.94,41.0,28.0,2016,2
M.Ryan,00-0026143,2016,Falcons,698.0,93.1,20.75,20.75,72.2,20.9,Excellent Value,4.49,231.1,7.1,54.4,63.5,6.5,1.0,4.38,103.75,42.0,2013,5
R.Tannehill,00-0029701,2016,Dolphins,432.0,75.9,19.25,19.25,58.3,17.6,Good Value,3.94,13.7,5.3,46.5,60.4,4.2,2.6,0.45,77.0,21.5,2015,4
C.Kaepernick,00-0027974,2016,49ers,401.0,71.3,19.0,19.0,55.6,15.7,Good Value,3.75,4.0,-4.7,42.6,48.9,3.7,0.9,-0.41,114.0,12.973766,2014,6
J.Flacco,00-0026158,2016,Ravens,711.0,71.3,20.1,20.1,66.7,4.6,Fair Value,3.55,-24.3,-0.2,43.3,61.3,2.8,2.1,-1.32,120.6,51.0,2013,6
A.Rodgers,00-0023459,2016,Packers,830.0,91.4,22.0,22.0,91.7,-0.3,Fair Value,4.15,195.7,3.4,49.2,58.0,5.7,1.0,4.08,110.0,54.0,2013,5
P.Rivers,00-0022942,2016,Chargers,621.0,73.9,20.8125,20.81,77.8,-3.9,Fair Value,3.55,39.5,0.2,45.4,56.2,5.2,3.3,0.04,83.25,37.5,2015,4
B.Roethlisberger,00-0022924,2016,Steelers,636.0,81.5,21.85,21.85,86.1,-4.6,Fair Value,3.73,91.2,2.0,48.3,61.6,4.9,2.6,2.8,87.4,34.25,2015,4
C.Palmer,00-0021429,2016,Cardinals,643.0,75.8,21.0,21.0,80.6,-4.8,Fair Value,3.61,23.6,0.4,47.3,56.6,4.0,2.1,1.71,21.0,11.65,2016,1
C.Newton,00-0027939,2016,Panthers,558.0,68.6,20.76,20.76,75.0,-6.4,Fair Value,3.3,-32.2,-5.5,41.0,48.4,3.0,2.2,-0.51,103.8,41.0,2015,5
R.Wilson,00-0029263,2016,Seahawks,693.0,79.9,21.9,21.9,88.9,-9.0,Fair Value,3.65,57.7,4.9,48.1,56.7,3.4,1.8,2.45,87.6,31.7,2015,4
E.Manning,00-0022803,2016,Giants,669.0,70.7,21.0,21.0,80.6,-9.9,Fair Value,3.37,-26.5,-2.1,44.1,59.8,3.9,2.5,0.16,84.0,36.5,2015,4
D.Brees,00-0020531,2016,Saints,698.0,85.6,24.25,24.25,97.2,-11.6,Overpaid,3.53,98.9,4.2,51.1,67.5,5.2,2.1,3.25,24.25,24.25,2016,1
A.Luck,00-0029668,2016,Colts,627.0,80.0,24.594,24.59,100.0,-20.0,Severely Overpaid,3.25,76.2,1.2,49.4,55.2,4.8,2.0,1.41,122.97,47.0,2016,5
J.Flacco,00-0026158,2016,BAL/DEN,711.0,71.3,22.133333,22.13,94.4,-23.1,Severely Overpaid,3.22,-24.3,-0.2,43.3,61.3,2.8,2.1,-1.32,66.4,44.0,2016,3
K.Cousins,00-0029604,2015,Commanders,628.0,86.1,0.643172,0.64,0.0,86.1,Excellent Value,133.87,82.4,5.2,47.9,65.0,4.6,1.7,2.59,2.572688,0.472688,2012,4
R.Wilson,00-0029263,2015,Seahawks,669.0,90.2,0.749194,0.75,4.4,85.8,Excellent Value,120.4,136.1,7.3,50.7,55.8,5.3,1.5,1.9,2.996774,0.619472,2012,4
T.Taylor,00-0028118,2015,Bills,466.0,79.5,1.116667,1.12,8.9,70.6,Excellent Value,71.19,66.0,3.0,43.1,51.9,3.8,1.1,1.01,3.35,1.15,2015,3
B.Osweiler,00-0029682,2015,Broncos,310.0,72.3,0.87917,0.88,6.7,65.6,Excellent Value,82.24,-4.2,-1.2,45.8,54.8,3.1,1.9,0.34,3.516678,0.997584,2012,4
D.Carr,00-0031280,2015,Raiders,622.0,74.5,1.342951,1.34,13.3,61.2,Excellent Value,55.47,-0.0,-2.8,43.2,56.3,5.0,2.0,-0.34,5.371802,3.310937,2014,4
R.Mallett,00-0028012,2015,Ravens,252.0,69.5,1.1225,1.12,11.1,58.4,Excellent Value,61.92,-16.2,-7.2,40.9,54.0,2.0,2.4,-0.38,2.245,0.0,2015,2
T.Bridgewater,00-0031237,2015,Vikings,546.0,73.3,1.712376,1.71,15.6,57.7,Excellent Value,42.81,5.9,3.2,41.4,56.6,2.5,1.6,0.26,6.849502,5.495479,2014,4
N.Foles,00-0029567,2015,Eagles,354.0,55.2,0.69213,0.69,2.2,53.0,Excellent Value,79.75,-99.9,-6.9,34.5,53.7,1.9,2.7,-2.05,2.76852,0.54352,2012,4
B.Gabbert,00-0027948,2015,49ers,330.0,69.2,2.0,2.0,17.8,51.4,Excellent Value,34.6,-25.5,-1.8,40.9,53.9,2.9,2.1,-0.27,4.0,0.5,2015,2
R.Fitzpatrick,00-0023682,2015,HOU/NYJ,612.0,82.1,3.625,3.63,33.3,48.8,Excellent Value,22.65,74.0,-1.5,44.8,54.7,4.8,2.3,1.89,7.25,4.0,2014,2
M.Cassel,00-0023662,2015,Bills,228.0,64.3,2.0,2.0,17.8,46.5,Excellent Value,32.15,-36.5,-4.6,42.1,52.2,2.2,3.0,-1.16,2.0,0.0,2015,1
M.Cassel,00-0023662,2015,Cowboys,228.0,64.3,2.0,2.0,17.8,46.5,Excellent Value,32.15,-36.5,-4.6,42.1,52.2,2.2,3.0,-1.16,2.0,0.0,2015,1
M.Hasselbeck,00-0007091,2015,Colts,278.0,70.2,3.0,3.0,26.7,43.5,Excellent Value,23.4,-6.0,-2.3,45.7,56.1,3.1,1.7,0.05,3.0,1.0,2015,1
J.Manziel,00-0031409,2015,Browns,266.0,67.4,2.062149,2.06,24.4,43.0,Excellent Value,32.68,-13.5,-2.6,39.8,48.5,2.5,1.8,-0.01,8.248596,7.707913,2014,4
R.Tannehill,00-0029701,2015,Dolphins,637.0,71.3,3.167128,3.17,28.9,42.4,Excellent Value,22.51,-2.7,0.9,41.9,57.0,3.6,1.8,-0.88,12.668512,12.668512,2012,4
J.McCown,00-0021206,2015,Browns,331.0,76.3,4.666667,4.67,35.6,40.7,Excellent Value,16.35,9.8,0.7,44.4,56.2,3.5,1.2,0.07,14.0,6.25,2015,3
J.McCown,00-0021206,2015,Buccaneers,331.0,76.3,5.0,5.0,37.8,38.5,Excellent Value,15.26,9.8,0.7,44.4,56.2,3.5,1.2,0.07,10.0,4.75,2014,2
R.Mallett,00-0028012,2015,Texans,252.0,69.5,3.5,3.5,31.1,38.4,Excellent Value,19.86,-16.2,-7.2,40.9,54.0,2.0,2.4,-0.38,7.0,0.0,2015,2
B.Bortles,00-0031407,2015,Jaguars,686.0,72.1,5.163701,5.16,40.0,32.1,Excellent Value,13.96,15.3,-3.0,44.6,51.7,4.9,2.5,-0.67,20.654802,20.654802,2014,4
T.Brady,00-0019596,2015,Patriots,772.0,85.0,11.4,11.4,55.6,29.4,Excellent Value,7.46,121.0,-1.1,45.7,59.2,4.8,1.1,1.98,57.0,33.0,2013,5
R.Fitzpatrick,00-0023682,2015,Bills,612.0,82.1,9.833333,9.83,53.3,28.8,Excellent Value,8.35,74.0,-1.5,44.8,54.7,4.8,2.3,1.89,59.0,10.0,2011,6
A.Dalton,00-0027973,2015,Bengals,433.0,88.8,16.0,16.0,60.0,28.8,Excellent Value,5.55,115.3,4.0,51.5,58.9,5.4,1.5,2.11,96.0,17.0,2014,6
