player_name,player_id,season,team,attempts,custom_rating,salary,salary_millions,salary_percentile,value_score,value_category,rating_per_million,total_pass_epa,cpoe,success_rate_pct,completion_pct,td_rate_pct,turnover_rate_pct,total_wpa,total_value,guaranteed,year_signed,contract_length
M.Jones,00-0036972,2025,49ers,312.0,81.3,3.5,3.5,2.9,78.4,Excellent Value,23.23,40.7,3.7,52.2,64.4,3.9,1.8,1.63,7.0,4.75,2025,2
B.Nix,00-0039732,2025,Broncos,512.0,80.6,4.653292,4.65,11.8,68.8,Excellent Value,17.32,54.5,-1.5,44.1,58.0,3.5,1.7,2.72,18.613166,18.613166,2024,4
S.Rattler,00-0039376,2025,Saints,287.0,68.3,1.08912,1.09,0.0,68.3,Excellent Value,62.71,-28.1,2.4,46.0,60.6,2.6,1.7,-1.13,4.35648,0.33648,2024,4
J.Dart,00-0040691,2025,Giants,277.0,73.1,4.244486,4.24,5.9,67.2,Excellent Value,17.22,15.1,-0.2,44.0,52.3,3.5,1.0,0.54,16.977942,16.977942,2025,4
D.Maye,00-0039851,2025,Patriots,475.0,89.7,9.159941,9.16,23.5,66.2,Excellent Value,9.79,130.3,9.6,52.8,58.1,4.5,1.2,3.24,36.639764,36.639764,2024,4
M.Penix,00-0039917,2025,Falcons,303.0,73.5,5.720659,5.72,14.7,58.8,Excellent Value,12.85,10.5,-3.6,46.2,54.8,2.9,1.0,0.83,22.882636,22.882636,2024,4
J.Flacco,00-0026158,2025,CIN/CLE,429.0,64.9,4.25,4.25,8.8,56.1,Excellent Value,15.27,-44.1,-2.9,41.0,57.6,3.4,2.3,-1.11,4.25,3.0,2025,1
J.Brissett,00-0033119,2025,Cardinals,395.0,72.8,6.25,6.25,17.6,55.2,Excellent Value,11.65,6.7,2.9,47.3,58.0,3.7,1.2,-0.87,12.5,6.5,2025,2
C.Stroud,00-0039163,2025,Texans,353.0,74.9,9.069811,9.07,20.6,54.3,Excellent Value,8.26,37.0,0.6,45.6,56.1,3.3,1.6,0.43,36.279244,36.279244,2023,4
C.Williams,00-0039918,2025,Bears,487.0,75.6,9.871515,9.87,32.4,43.2,Excellent Value,7.66,39.8,-4.5,43.9,51.1,3.7,1.2,1.23,39.486058,39.486058,2024,4
J.Daniels,00-0039910,2025,Commanders,242.0,69.5,9.436663,9.44,26.5,43.0,Excellent Value,7.36,4.7,-2.7,46.3,47.1,3.0,1.1,0.19,37.74665,37.74665,2024,4
D.Jones,00-0035710,2025,Colts,431.0,82.7,14.0,14.0,41.2,41.5,Excellent Value,5.91,65.1,2.3,50.3,60.6,4.2,1.8,1.55,14.0,13.15,2025,1
B.Young,00-0039150,2025,Panthers,407.0,69.7,9.488769,9.49,29.4,40.3,Excellent Value,7.35,-9.0,-0.3,45.0,56.5,4.3,2.1,0.41,37.955074,37.955074,2023,4
A.Rodgers,00-0023459,2025,Steelers,374.0,71.0,13.65,13.65,38.2,32.8,Excellent Value,5.2,4.3,0.2,42.5,60.2,5.2,1.8,-0.18,13.65,10.0,2025,1
S.Darnold,00-0034869,2025,Seahawks,377.0,84.2,33.5,33.5,52.9,31.3,Excellent Value,2.51,74.1,6.3,53.3,63.9,5.7,2.8,1.27,100.5,37.5,2025,3
M.Stafford,00-0026498,2025,Rams,450.0,86.6,40.0,40.0,61.8,24.8,Excellent Value,2.17,93.4,3.0,53.1,64.0,7.4,0.8,3.04,160.0,63.0,2022,4
M.Stafford,00-0026498,2025,Rams,450.0,86.6,40.0,40.0,61.8,24.8,Excellent Value,2.17,93.4,3.0,53.1,64.0,7.4,0.8,3.04,80.0,40.0,2025,2
J.Fields,00-0036945,2025,Jets,261.0,68.2,20.0,20.0,44.1,24.1,Excellent Value,3.41,-12.1,-1.9,42.9,49.0,2.3,0.3,-1.24,40.0,30.0,2025,2
B.Mayfield,00-0034855,2025,Buccaneers,477.0,73.2,33.333333,33.33,50.0,23.2,Excellent Value,2.2,12.9,-4.1,42.8,53.9,4.1,1.2,0.8,100.0,40.0,2024,3
C.Ward,00-0040676,2025,Titans,505.0,56.4,12.209901,12.21,35.3,21.1,Excellent Value,4.62,-107.3,-4.3,37.6,51.5,1.7,1.4,-1.82,48.839604,48.839604,2025,4
D.Jones,00-0035710,2025,Giants,431.0,82.7,40.0,40.0,61.8,20.9,Excellent Value,2.07,65.1,2.3,50.3,60.6,4.2,1.8,1.55,160.0,81.0,2023,4
J.Allen,00-0034857,2025,Bills,455.0,86.5,43.0,43.0,70.6,15.9,Good Value,2.01,98.8,3.6,50.1,58.2,4.4,2.0,2.21,258.0,100.0,2021,6
G.Smith,00-0030565,2025,SEA/LV,463.0,62.7,25.0,25.0,47.1,15.6,Good Value,2.51,-63.6,-0.0,42.8,57.5,3.3,2.9,-1.87,75.0,27.3,2023,3
A.Rodgers,00-0023459,2025,Jets,374.0,71.0,37.5,37.5,55.9,15.1,Good Value,1.89,4.3,0.2,42.5,60.2,5.2,1.8,-0.18,112.5,75.0,2023,3
P.Mahomes,00-0033873,2025,Chiefs,554.0,83.5,45.0,45.0,73.5,10.0,Fair Value,1.86,100.4,0.7,50.2,54.0,3.9,1.8,1.92,450.0,63.081905,2020,10
G.Smith,00-0030565,2025,Raiders,463.0,62.7,37.5,37.5,55.9,6.8,Fair Value,1.67,-63.6,-0.0,42.8,57.5,3.3,2.9,-1.87,75.0,58.5,2025,2
J.Hurts,00-0036389,2025,Eagles,399.0,78.8,51.0,51.0,76.5,2.3,Fair Value,1.55,36.5,4.3,43.6,56.6,4.2,0.4,1.06,255.0,110.0,2023,5
J.Love,00-0036264,2025,Packers,425.0,92.3,55.0,55.0,91.2,1.1,Fair Value,1.68,120.7,5.7,51.1,60.9,4.9,0.9,4.62,220.0,100.8,2024,4
J.Goff,00-0033106,2025,Lions,442.0,82.9,53.0,53.0,85.3,-2.4,Fair Value,1.56,81.4,3.7,50.0,65.4,5.8,1.1,1.68,212.0,113.611832,2024,4
J.Allen,00-0034857,2025,Bills,455.0,86.5,55.0,55.0,91.2,-4.7,Fair Value,1.57,98.8,3.6,50.1,58.2,4.4,2.0,2.21,330.0,147.0,2025,6
J.Herbert,00-0036355,2025,Chargers,466.0,76.9,52.5,52.5,82.4,-5.5,Fair Value,1.46,26.8,1.1,47.6,56.9,4.3,2.0,0.91,262.5,133.738375,2023,5
L.Jackson,00-0034796,2025,Ravens,319.0,69.1,52.0,52.0,79.4,-10.3,Overpaid,1.33,6.0,1.2,46.1,52.0,4.6,1.4,0.2,260.0,135.0,2023,5
D.Prescott,00-0033077,2025,Cowboys,527.0,85.9,60.0,60.0,100.0,-14.1,Overpaid,1.43,87.5,3.7,49.0,63.4,4.7,1.8,4.14,240.0,129.0,2024,4
T.Tagovailoa,00-0036212,2025,Dolphins,391.0,71.5,53.1,53.1,88.2,-16.7,Overpaid,1.35,5.4,1.0,44.0,60.9,4.5,3.5,0.04,212.4,93.171,2024,4
T.Lawrence,00-0036971,2025,Jaguars,487.0,70.1,55.0,55.0,91.2,-21.1,Severely Overpaid,1.27,-4.2,-4.6,45.4,52.0,3.5,2.1,0.7,275.0,142.0,2024,5
B.Purdy,00-0037834,2024,49ers,526.0,82.7,0.934253,0.93,2.2,80.5,Excellent Value,88.52,96.8,2.1,50.6,57.0,3.6,2.2,2.06,3.737012,0.077012,2022,4
D.Jones,00-0035710,2024,Vikings,386.0,69.5,0.3834,0.38,0.0,69.5,Excellent Value,181.27,-32.7,1.5,42.5,56.0,1.8,1.6,-0.35,0.3834,0.0,2024,1
A.O'Connell,00-0038579,2024,Raiders,257.0,72.4,1.087345,1.09,4.4,68.0,Excellent Value,66.58,5.1,-3.6,44.7,59.9,2.9,1.5,-0.37,4.34938,0.50938,2023,4
R.Wilson,00-0029263,2024,Steelers,423.0,73.2,1.21,1.21,11.1,62.1,Excellent Value,60.5,9.0,5.1,42.3,55.3,4.0,1.1,-0.55,1.21,1.21,2024,1
D.Jones,00-0035710,2024,Vikings,386.0,69.5,1.125,1.13,8.9,60.6,Excellent Value,61.78,-32.7,1.5,42.5,56.0,1.8,1.6,-0.35,1.125,0.0,2024,1
M.Rudolph,00-0034771,2024,Titans,250.0,72.3,2.87,2.87,17.8,54.5,Excellent Value,25.19,4.0,0.2,48.4,58.4,3.4,3.4,0.29,2.87,2.7,2024,1
S.Rattler,00-0039376,2024,Saints,264.0,59.6,1.08912,1.09,6.7,52.9,Excellent Value,54.72,-73.9,-9.1,37.9,49.2,1.5,1.9,-0.96,4.35648,0.33648,2024,4
M.Jones,00-0036972,2024,NE/JAX,293.0,72.5,3.896585,3.9,20.0,52.5,Excellent Value,18.61,-2.0,-0.5,42.0,58.4,2.6,2.6,0.08,15.58634,15.58634,2021,4
B.Nix,00-0039732,2024,Broncos,668.0,78.8,4.653292,4.65,26.7,52.1,Excellent Value,16.93,32.7,0.4,43.6,58.2,4.2,1.7,0.76,18.613166,18.613166,2024,4
J.Daniels,00-0039910,2024,Commanders,734.0,88.1,9.436663,9.44,37.8,50.3,Excellent Value,9.34,132.4,3.3,48.8,55.3,3.6,1.2,4.65,37.74665,37.74665,2024,4
C.Rush,00-0033662,2024,Cowboys,325.0,65.5,2.5,2.5,15.6,49.9,Excellent Value,26.2,-33.8,-8.1,40.6,57.5,3.5,1.4,-0.61,5.0,2.75,2023,2
W.Levis,00-0039152,2024,Titans,364.0,60.7,2.385541,2.39,13.3,47.4,Excellent Value,25.44,-59.5,-0.4,36.8,52.2,3.3,3.1,-3.21,9.542162,8.730957,2023,4
J.Flacco,00-0026158,2024,Colts,270.0,71.8,4.5,4.5,24.4,47.4,Excellent Value,15.96,3.1,1.1,45.9,60.0,4.3,2.5,-0.53,4.5,4.5,2024,1
J.Winston,00-0031503,2024,Browns,334.0,69.3,4.0,4.0,22.2,47.1,Excellent Value,17.32,-22.6,-1.8,42.5,54.2,3.7,3.4,-0.16,4.0,4.0,2024,1
C.Stroud,00-0039163,2024,Texans,700.0,72.1,9.069811,9.07,31.1,41.0,Excellent Value,7.95,-3.0,-1.2,42.7,53.9,2.9,1.8,0.63,36.279244,36.279244,2023,4
D.Maye,00-0039851,2024,Patriots,419.0,73.4,9.159941,9.16,33.3,40.1,Excellent Value,8.01,2.4,2.8,48.2,53.7,3.5,2.3,0.0,36.639764,36.639764,2024,4
B.Mayfield,00-0034855,2024,Buccaneers,677.0,87.9,33.333333,33.33,51.1,36.8,Excellent Value,2.64,139.2,4.1,52.6,62.3,6.2,2.3,2.79,100.0,40.0,2024,3
T.Lawrence,00-0036971,2024,Jaguars,318.0,71.3,9.198372,9.2,35.6,35.7,Excellent Value,7.75,3.0,-1.0,43.7,54.1,3.3,2.1,-0.27,36.793486,36.793486,2021,4
A.Richardson,00-0039164,2024,Colts,298.0,64.5,8.498508,8.5,28.9,35.6,Excellent Value,7.59,-35.0,-10.9,36.6,42.3,2.2,3.3,0.28,33.99403,33.99403,2023,4
S.Darnold,00-0034869,2024,Vikings,672.0,78.7,10.0,10.0,44.4,34.3,Excellent Value,7.87,24.9,3.2,48.5,57.4,5.0,1.8,2.56,10.0,8.75,2024,1
B.Young,00-0039150,2024,Panthers,451.0,71.9,9.488769,9.49,40.0,31.9,Excellent Value,7.58,-12.3,0.7,40.6,51.9,3.3,2.0,0.44,37.955074,37.955074,2023,4
G.Smith,00-0030565,2024,SEA/LV,653.0,75.9,25.0,25.0,48.9,27.0,Excellent Value,3.04,21.1,5.6,47.2,62.3,3.1,2.2,1.1,75.0,27.3,2023,3
D.Carr,00-0031280,2024,Saints,298.0,79.9,37.5,37.5,53.3,26.6,Excellent Value,2.13,41.0,3.3,43.6,63.4,4.9,1.6,1.01,150.0,60.0,2023,4
C.Williams,00-0039918,2024,Bears,686.0,68.6,9.871515,9.87,42.2,26.4,Excellent Value,6.95,-33.9,-0.1,40.4,51.2,2.8,0.8,-1.56,39.486058,39.486058,2024,4
J.Allen,00-0034857,2024,Bills,635.0,92.9,43.0,43.0,66.7,26.2,Excellent Value,2.16,188.5,2.0,49.8,57.5,4.5,0.8,4.76,258.0,100.0,2021,6
A.Rodgers,00-0023459,2024,Jets,643.0,73.0,37.5,37.5,53.3,19.7,Good Value,1.95,4.4,-2.6,43.4,57.2,4.3,1.7,-0.1,112.5,75.0,2023,3
M.Stafford,00-0026498,2024,Rams,628.0,77.3,40.0,40.0,57.8,19.5,Good Value,1.93,45.8,-0.8,48.1,61.3,3.6,1.2,1.46,160.0,63.0,2022,4
G.Minshew,00-0035289,2024,Raiders,344.0,66.0,12.5,12.5,46.7,19.3,Good Value,5.28,-41.3,0.5,45.1,59.0,2.6,2.8,-1.36,25.0,15.0,2024,2
P.Mahomes,00-0033873,2024,Chiefs,764.0,86.5,45.0,45.0,68.9,17.6,Good Value,1.92,109.2,2.3,50.0,58.5,3.9,1.6,4.59,450.0,63.081905,2020,10
D.Carr,00-0031280,2024,Raiders,298.0,79.9,40.47416,40.47,64.4,15.5,Good Value,1.97,41.0,3.3,43.6,63.4,4.9,1.6,1.01,121.422481,24.9,2022,3
D.Jones,00-0035710,2024,Giants,386.0,69.5,40.0,40.0,57.8,11.7,Good Value,1.74,-32.7,1.5,42.5,56.0,1.8,1.6,-0.35,160.0,81.0,2023,4
L.Jackson,00-0034796,2024,Ravens,597.0,95.7,52.0,52.0,84.4,11.3,Good Value,1.84,203.6,5.1,52.6,58.6,6.4,0.7,3.27,260.0,135.0,2023,5
D.Prescott,00-0033077,2024,Cowboys,313.0,69.0,40.0,40.0,57.8,11.2,Good Value,1.73,-17.1,-0.9,41.9,59.1,3.4,2.5,1.23,160.0,95.0,2021,4
K.Cousins,00-0029604,2024,Falcons,481.0,74.6,45.0,45.0,68.9,5.7,Fair Value,1.66,16.2,1.0,48.0,63.0,3.6,3.2,0.79,180.0,90.0,2024,4
K.Murray,00-0035228,2024,Cardinals,611.0,81.2,46.1,46.1,75.6,5.6,Fair Value,1.76,67.9,2.1,49.9,60.9,3.2,1.7,0.31,230.5,103.3,2022,5
J.Hurts,00-0036389,2024,Eagles,552.0,85.9,51.0,51.0,82.2,3.7,Fair Value,1.68,105.2,7.7,49.1,56.7,3.3,0.9,3.18,255.0,110.0,2023,5
J.Goff,00-0033106,2024,Lions,622.0,89.0,53.0,53.0,88.9,0.1,Fair Value,1.68,160.3,5.0,54.5,66.4,5.9,2.3,3.15,212.0,113.611832,2024,4
J.Burrow,00-0036442,2024,Bengals,723.0,89.7,55.0,55.0,93.3,-3.6,Fair Value,1.63,119.4,6.8,51.7,63.6,5.8,1.2,4.88,275.0,146.51,2023,5
R.Wilson,00-0029263,2024,Broncos,423.0,73.2,49.0,49.0,77.8,-4.6,Fair Value,1.49,9.0,5.1,42.3,55.3,4.0,1.1,-0.55,245.0,124.0,2022,5
T.Tagovailoa,00-0036212,2024,Dolphins,428.0,85.9,53.1,53.1,91.1,-5.2,Fair Value,1.62,94.6,3.8,53.5,68.0,4.3,1.6,2.35,212.4,93.171,2024,4
A.Rodgers,00-0023459,2024,NYJ/GB,643.0,73.0,50.271667,50.27,80.0,-7.0,Fair Value,1.45,4.4,-2.6,43.4,57.2,4.3,1.7,-0.1,150.815,101.415,2022,3
J.Herbert,00-0036355,2024,Chargers,612.0,78.5,52.5,52.5,86.7,-8.2,Fair Value,1.5,54.5,0.5,44.9,56.5,3.7,1.1,2.13,262.5,133.738375,2023,5
D.Watson,00-0033537,2024,Browns,271.0,61.4,46.0,46.0,73.3,-11.9,Overpaid,1.33,-56.0,-2.2,34.7,50.6,1.8,1.1,-1.2,230.0,230.0,2022,5
J.Love,00-0036264,2024,Packers,490.0,78.5,55.0,55.0,93.3,-14.8,Overpaid,1.43,57.3,0.2,47.8,58.8,5.0,2.8,1.08,220.0,100.8,2024,4
T.Lawrence,00-0036971,2024,Jaguars,318.0,71.3,55.0,55.0,93.3,-22.0,Severely Overpaid,1.3,3.0,-1.0,43.7,54.1,3.3,2.1,-0.27,275.0,142.0,2024,5
D.Prescott,00-0033077,2024,Cowboys,313.0,69.0,60.0,60.0,100.0,-31.0,Severely Overpaid,1.15,-17.1,-0.9,41.9,59.1,3.4,2.5,1.23,240.0,129.0,2024,4
B.Purdy,00-0037834,2023,49ers,604.0,92.1,0.934253,0.93,20.4,71.7,Excellent Value,98.58,176.6,3.9,52.8,61.9,5.4,1.9,3.97,3.737012,0.077012,2022,4
J.Browning,00-0035100,2023,Bengals,284.0,80.1,0.75,0.75,14.3,65.8,Excellent Value,106.8,33.9,3.9,47.9,60.2,4.1,2.4,1.34,0.75,0.0,2023,1
T.DeVito,00-0038476,2023,Giants,237.0,62.6,0.216,0.22,0.0,62.6,Excellent Value,289.81,-52.2,-2.9,33.3,48.1,3.2,1.2,-1.02,0.216,0.0,2023,1
J.Flacco,00-0026158,2023,Browns,265.0,70.6,0.3708,0.37,10.2,60.4,Excellent Value,190.4,-27.5,-1.4,42.3,59.2,5.1,3.6,0.17,0.3708,0.0,2023,1
J.Flacco,00-0026158,2023,Browns,265.0,70.6,0.3708,0.37,10.2,60.4,Excellent Value,190.4,-27.5,-1.4,42.3,59.2,5.1,3.6,0.17,0.3708,0.0,2023,1
B.Zappe,00-0038108,2023,Patriots,246.0,59.4,0.216,0.22,0.0,59.4,Excellent Value,275.0,-80.3,-4.4,33.7,51.6,2.4,3.6,-1.94,0.216,0.0,2023,1
T.DeVito,00-0038476,2023,Giants,237.0,62.6,0.245667,0.25,4.1,58.5,Excellent Value,254.82,-52.2,-2.9,33.3,48.1,3.2,1.2,-1.02,0.245667,0.0,2023,1
T.DeVito,00-0038476,2023,Giants,237.0,62.6,0.275334,0.28,6.1,56.5,Excellent Value,227.36,-52.2,-2.9,33.3,48.1,3.2,1.2,-1.02,0.275334,0.0,2023,1
T.DeVito,00-0038476,2023,Giants,237.0,62.6,0.305001,0.31,8.2,54.4,Excellent Value,205.25,-52.2,-2.9,33.3,48.1,3.2,1.2,-1.02,0.305001,0.0,2023,1
J.Hurts,00-0036389,2023,Eagles,662.0,82.9,1.506294,1.51,32.7,50.2,Excellent Value,55.04,56.2,4.1,45.8,56.9,3.1,1.9,1.99,6.025176,3.435816,2020,4
T.DeVito,00-0038476,2023,Giants,237.0,62.6,0.8325,0.83,16.3,46.3,Excellent Value,75.2,-52.2,-2.9,33.3,48.1,3.2,1.2,-1.02,1.665,0.0,2023,2
T.DeVito,00-0038476,2023,Giants,237.0,62.6,0.901667,0.9,18.4,44.2,Excellent Value,69.43,-52.2,-2.9,33.3,48.1,3.2,1.2,-1.02,2.705,0.02,2023,3
S.Howell,00-0037077,2023,SEA/MIN/WAS/PHI,711.0,68.2,1.0054,1.01,24.5,43.7,Excellent Value,67.83,-94.3,-0.4,41.5,54.6,2.9,2.9,-1.05,4.0216,0.3616,2022,4
J.Love,00-0036264,2023,Packers,690.0,85.2,3.095868,3.1,42.9,42.3,Excellent Value,27.52,107.1,1.4,46.7,59.3,5.1,1.8,1.98,12.38347,12.38347,2020,4
D.Ridder,00-0038122,2023,ATL/ARI,439.0,72.0,1.340741,1.34,30.6,41.4,Excellent Value,53.7,-29.2,-1.3,46.7,56.7,2.5,2.5,-0.21,5.362962,1.080336,2022,4
A.O'Connell,00-0038579,2023,Raiders,367.0,67.0,1.087345,1.09,28.6,38.4,Excellent Value,61.62,-22.1,-3.9,41.7,58.0,3.1,1.8,-1.51,4.34938,0.50938,2023,4
B.Zappe,00-0038108,2023,Patriots,246.0,59.4,0.985,0.98,22.4,37.0,Excellent Value,60.3,-80.3,-4.4,33.7,51.6,2.4,3.6,-1.94,2.955,0.0,2023,3
J.Dobbs,00-0033949,2023,CLE/ARI,484.0,68.3,2.0,2.0,34.7,33.6,Excellent Value,34.15,-55.8,-1.8,40.7,54.1,2.5,1.9,-2.0,2.0,2.0,2023,1
J.Dobbs,00-0033949,2023,Vikings,484.0,68.3,2.0,2.0,34.7,33.6,Excellent Value,34.15,-55.8,-1.8,40.7,54.1,2.5,1.9,-2.0,2.0,2.0,2023,1
B.Zappe,00-0038108,2023,Patriots,246.0,59.4,1.076768,1.08,26.5,32.9,Excellent Value,55.17,-80.3,-4.4,33.7,51.6,2.4,3.6,-1.94,4.307072,0.647072,2022,4
J.Flacco,00-0026158,2023,Browns,265.0,70.6,2.2,2.2,38.8,31.8,Excellent Value,32.09,-27.5,-1.4,42.3,59.2,5.1,3.6,0.17,2.2,0.4,2023,1
W.Levis,00-0039152,2023,Titans,291.0,69.4,2.385541,2.39,40.8,28.6,Excellent Value,29.09,-5.5,-0.4,40.9,51.2,2.6,1.3,-0.64,9.542162,8.730957,2023,4
B.Mayfield,00-0034855,2023,Buccaneers,729.0,79.5,4.0,4.0,51.0,28.5,Excellent Value,19.88,63.9,-0.2,44.9,56.5,4.5,1.6,1.92,4.0,4.0,2023,1
G.Minshew,00-0035289,2023,Colts,548.0,70.8,3.5,3.5,44.9,25.9,Excellent Value,20.23,-0.6,-3.3,42.3,55.7,2.7,1.6,0.78,3.5,3.5,2023,1
T.Tagovailoa,00-0036212,2023,Dolphins,649.0,82.0,7.568859,7.57,57.1,24.9,Excellent Value,10.83,93.1,3.1,48.4,62.9,4.5,2.2,1.95,30.275436,30.275436,2020,4
J.Herbert,00-0036355,2023,Chargers,517.0,78.5,6.644689,6.64,55.1,23.4,Excellent Value,11.81,26.6,-0.3,46.0,57.4,3.7,1.3,1.44,26.578754,26.578754,2020,4
K.Pickett,00-0038102,2023,CLE/PIT/PHI/LV,361.0,69.8,3.516976,3.52,46.9,22.9,Excellent Value,19.85,-42.8,-2.1,40.7,55.7,1.5,1.0,-0.54,14.067904,14.067904,2022,4
J.Fields,00-0036945,2023,PIT/CHI,459.0,72.1,4.717988,4.72,53.1,19.0,Good Value,15.28,-18.2,0.8,39.9,49.5,3.0,1.7,-0.13,18.871952,18.871952,2021,4
C.Stroud,00-0039163,2023,Texans,613.0,81.2,9.069811,9.07,63.3,17.9,Good Value,8.95,69.5,0.1,46.2,57.7,4.1,0.8,3.24,36.279244,36.279244,2023,4
M.Jones,00-0036972,2023,NE/JAX,380.0,66.6,3.896585,3.9,49.0,17.6,Good Value,17.09,-65.2,-2.9,42.6,58.9,2.5,3.0,-1.75,15.58634,15.58634,2021,4
J.Love,00-0036264,2023,Packers,690.0,85.2,13.5,13.5,69.4,15.8,Good Value,6.31,107.1,1.4,46.7,59.3,5.1,1.8,1.98,13.5,13.0,2023,1
J.Burrow,00-0036442,2023,Bengals,402.0,76.8,9.047534,9.05,61.2,15.6,Good Value,8.49,3.5,1.2,47.3,60.7,3.6,1.4,0.72,36.190136,36.190136,2020,4
D.Prescott,00-0033077,2023,Cowboys,728.0,90.1,40.0,40.0,79.6,10.5,Good Value,2.25,137.3,3.8,51.0,62.0,5.1,1.5,3.27,160.0,95.0,2021,4
T.Lawrence,00-0036971,2023,Jaguars,643.0,74.8,9.198372,9.2,65.3,9.5,Fair Value,8.13,-6.5,0.9,46.7,57.5,3.1,2.1,0.35,36.793486,36.793486,2021,4
G.Smith,00-0030565,2023,SEA/LV,548.0,80.5,25.0,25.0,71.4,9.1,Fair Value,3.22,42.3,2.4,48.4,58.9,3.5,1.6,2.3,75.0,27.3,2023,3
L.Jackson,00-0034796,2023,Ravens,636.0,81.9,32.416,32.42,75.5,6.4,Fair Value,2.53,57.2,3.2,48.7,53.9,3.7,1.1,1.74,32.416,0.0,2023,1
J.Allen,00-0034857,2023,Bills,732.0,91.5,43.0,43.0,85.7,5.8,Fair Value,2.13,127.6,4.5,50.7,59.0,4.1,2.2,4.75,258.0,100.0,2021,6
D.Carr,00-0031280,2023,Saints,590.0,78.3,37.5,37.5,77.6,0.7,Fair Value,2.09,30.1,3.0,45.8,63.6,4.1,1.3,0.56,150.0,60.0,2023,4
Z.Wilson,00-0037013,2023,DEN/NYJ,438.0,59.4,8.787695,8.79,59.2,0.2,Fair Value,6.76,-108.6,-3.1,37.4,50.5,1.8,1.6,-2.56,35.15068,35.15068,2021,4
M.Stafford,00-0026498,2023,Rams,603.0,79.6,40.0,40.0,79.6,0.0,Fair Value,1.99,70.8,-1.9,46.1,58.2,4.3,1.8,2.12,160.0,63.0,2022,4
P.Mahomes,00-0033873,2023,Chiefs,839.0,86.9,45.0,45.0,87.8,-0.9,Fair Value,1.93,104.0,3.9,48.7,60.2,3.8,1.7,3.08,450.0,63.081905,2020,10
D.Carr,00-0031280,2023,Raiders,590.0,78.3,40.47416,40.47,83.7,-5.4,Fair Value,1.93,30.1,3.0,45.8,63.6,4.1,1.3,0.56,121.422481,24.9,2022,3
R.Tannehill,00-0029701,2023,Titans,268.0,67.6,29.5,29.5,73.5,-5.9,Fair Value,2.29,-19.5,1.0,40.3,55.6,1.4,2.5,0.42,118.0,62.0,2020,4
B.Young,00-0039150,2023,Panthers,620.0,59.4,9.488769,9.49,67.3,-7.9,Fair Value,6.26,-141.5,-1.4,37.1,50.8,1.7,1.6,-3.0,37.955074,37.955074,2023,4
J.Hurts,00-0036389,2023,Eagles,662.0,82.9,51.0,51.0,93.9,-11.0,Overpaid,1.63,56.2,4.1,45.8,56.9,3.1,1.9,1.99,255.0,110.0,2023,5
L.Jackson,00-0034796,2023,Ravens,636.0,81.9,52.0,52.0,95.9,-14.0,Overpaid,1.58,57.2,3.2,48.7,53.9,3.7,1.1,1.74,260.0,135.0,2023,5
R.Wilson,00-0029263,2023,Broncos,527.0,76.5,49.0,49.0,91.8,-15.3,Overpaid,1.56,-23.8,4.9,43.3,56.4,4.6,1.4,-0.2,245.0,124.0,2022,5
K.Murray,00-0035228,2023,Cardinals,305.0,72.9,46.1,46.1,89.8,-16.9,Overpaid,1.58,-4.5,-2.3,42.3,57.7,3.0,1.5,0.46,230.5,103.3,2022,5
J.Herbert,00-0036355,2023,Chargers,517.0,78.5,52.5,52.5,98.0,-19.5,Overpaid,1.5,26.6,-0.3,46.0,57.4,3.7,1.3,1.44,262.5,133.738375,2023,5
J.Burrow,00-0036442,2023,Bengals,402.0,76.8,55.0,55.0,100.0,-23.2,Severely Overpaid,1.4,3.5,1.2,47.3,60.7,3.6,1.4,0.72,275.0,146.51,2023,5
J.Hurts,00-0036389,2022,Eagles,637.0,83.1,1.506294,1.51,5.9,77.2,Excellent Value,55.17,87.0,2.9,46.0,57.1,3.2,0.8,3.96,6.025176,3.435816,2020,4
B.Purdy,00-0037834,2022,49ers,258.0,76.6,0.934253,0.93,0.0,76.6,Excellent Value,81.99,58.7,1.0,49.6,60.1,5.8,1.4,1.77,3.737012,0.077012,2022,4
G.Smith,00-0030565,2022,Seahawks,694.0,75.6,3.5,3.5,14.7,60.9,Excellent Value,21.6,31.3,5.9,49.1,61.1,4.4,1.6,1.03,3.5,0.5,2022,1
A.Dalton,00-0027973,2022,Saints,415.0,71.5,3.0,3.0,11.8,59.7,Excellent Value,23.83,7.7,0.6,49.2,60.7,4.1,2.1,-0.1,3.0,3.0,2022,1
D.Mills,00-0036898,2022,Texans,528.0,59.7,1.305525,1.31,2.9,56.8,Excellent Value,45.73,-70.2,-3.8,37.5,55.3,3.1,2.8,-1.67,5.2221,1.157892,2021,4
T.Heinicke,00-0031800,2022,Commanders,289.0,65.6,2.375,2.38,8.8,56.8,Excellent Value,27.62,-11.7,1.7,43.9,55.7,3.9,2.0,-0.31,4.75,1.5,2021,2
K.Pickett,00-0038102,2022,CLE/PIT/PHI/LV,445.0,70.6,3.516976,3.52,17.6,53.0,Excellent Value,20.07,-0.9,0.8,44.5,55.1,1.5,1.9,1.23,14.067904,14.067904,2022,4
J.Brissett,00-0033119,2022,Browns,414.0,72.9,4.65,4.65,23.5,49.4,Excellent Value,15.68,31.4,2.9,45.4,57.0,2.7,1.4,0.72,4.65,4.5,2022,1
D.Jones,00-0035710,2022,Giants,647.0,77.0,6.416014,6.42,29.4,47.6,Excellent Value,12.0,39.6,1.4,48.1,55.0,2.3,0.8,2.16,25.664056,25.664056,2019,4
